Date,LS_ny,LS_jt,LS_gs,LS_js,LS_zg,JC_pa,JC_pf,JC_hx,JC_ms,JC_zs,JC_xy,JC_gd,JC_zx,CC_nb,CC_js,CC_hz,CC_nj,CC_bj,CC_sh,CC_gy,RC_jy,RC_zjg,RC_wx,RC_cs,RC_sn
08/08/2017,3.72,6.43,5.68,6.88,04.07,11.05,12.87,9.77,8.56,25.85,17.42,4.18,6.54,15.16,8.88,14.81,7.8,7.66,18.99,15.38,12.14,14.31,11.63,10.44,11.22
09/08/2017,3.65,6.32,5.54,6.7,3.98,10.73,12.76,9.64,8.36,25.54,17.25,4.13,6.51,15.2,8.77,14.66,7.75,7.56,18.94,15.2,11.84,14.22,11.4,10.3,11.04
10/08/2017,3.64,6.28,5.52,6.66,3.98,10.62,12.79,9.7,8.34,25.14,17.31,4.11,6.45,15.36,8.8,14.7,7.73,7.55,19.05,15.27,11.99,14.3,11.64,10.72,11.16
11/08/2017,3.65,6.29,5.55,6.61,3.95,10.02,12.68,9.35,8.18,24.49,17.15,4.1,6.31,15.04,8.69,14.42,7.55,7.36,18.31,14.94,11.38,13.91,11.16,10.46,10.85
14/08/2017,3.61,6.23,5.49,6.61,3.91,10.22,12.56,9.3,8.18,24.8,17.05,04.07,6.32,15.12,8.71,14.46,7.6,7.37,18.47,14.99,11.51,14.07,11.27,10.52,11.02
15/08/2017,3.65,6.28,5.61,6.81,04.04,10.31,12.59,9.32,8.23,25.53,17.23,04.09,6.4,15.38,8.77,14.55,7.74,7.43,18.57,15.03,11.8,14.17,11.44,10.7,11.2
16/08/2017,3.63,6.23,5.63,6.76,04.03,10.34,12.49,9.28,8.17,25.17,17.05,04.06,6.32,15.33,8.78,14.5,7.7,7.39,18.52,15.08,11.86,14.25,11.4,10.74,11.18
17/08/2017,3.65,6.26,5.62,6.76,04.02,10.42,12.53,9.37,8.22,25.06,17.12,4.1,6.37,15.3,8.79,14.6,7.71,7.44,18.54,15.09,11.87,14.21,11.44,10.84,11.19
18/08/2017,3.64,6.24,5.62,6.73,4,10.44,12.51,9.38,8.21,25.42,17.09,4.1,6.31,15.44,8.71,14.61,7.73,7.46,18.5,15.15,11.69,14.15,11.32,10.63,11.13
21/08/2017,3.65,6.23,5.63,6.76,3.99,10.46,12.51,9.35,8.19,25.3,17.09,04.08,6.35,15.36,8.64,14.62,7.7,7.44,18.5,15.21,11.69,14.34,11.36,10.73,11.29
22/08/2017,3.69,6.24,5.69,6.78,4,10.65,12.43,9.33,8.2,25.89,17.26,04.09,6.34,15.41,8.66,14.56,7.7,7.44,18.58,15.13,11.83,14.59,11.44,10.73,11.27
23/08/2017,3.75,6.3,5.85,6.9,04.06,10.9,12.57,9.4,8.24,26.52,17.48,4.11,6.45,16,8.74,14.68,7.83,7.5,18.82,15.34,12.05,14.83,11.56,10.79,11.33
24/08/2017,3.79,6.27,5.92,6.95,04.06,10.93,12.47,9.32,8.19,26.69,17.44,04.07,6.33,15.96,8.66,14.5,7.78,7.48,18.52,15.23,11.77,14.4,11.36,10.69,11.12
25/08/2017,3.91,6.62,6.16,7.12,4.21,11.11,12.78,9.68,8.38,27.53,17.96,4.21,6.56,16.23,8.79,14.67,8.18,7.65,18.81,15.56,11.9,14.51,11.53,10.81,11.28
28/08/2017,3.86,6.7,06.05,07.07,4.23,11.35,12.89,9.74,8.45,27.24,17.95,4.24,6.6,16.31,8.91,15.09,8.2,7.7,19.15,15.83,12.55,15.64,11.97,11.22,11.81
29/08/2017,3.9,6.66,06.08,7.11,4.32,11.67,12.96,9.72,8.43,27.14,18.21,4.28,6.65,16.17,8.84,14.91,8.24,7.72,19.03,15.88,12.28,15.24,11.79,11.14,11.66
30/08/2017,3.85,6.65,5.97,07.03,4.27,11.43,12.87,9.63,8.44,27.16,17.82,4.23,6.54,15.95,8.8,14.86,8.16,7.72,18.98,15.72,12.11,15.08,11.66,11.06,11.71
31/08/2017,3.77,6.58,5.9,6.99,4.23,11.28,12.71,9.52,8.4,26.75,17.65,4.2,6.53,15.91,8.79,14.95,08.06,7.64,18.92,15.76,12.24,15.29,11.73,11.16,12.05
01/09/2017,3.7,6.5,5.79,6.85,4.2,11.21,12.77,9.51,8.37,26.76,17.52,4.15,6.46,16.03,8.81,14.89,08.07,7.62,18.9,15.62,12.04,15.07,11.67,11.04,12.33
04/09/2017,3.75,6.53,5.88,6.88,4.21,11.72,12.78,9.55,8.38,26.96,17.73,4.21,6.52,16.45,8.78,14.79,8.19,7.65,18.8,15.7,11.16,14.83,11.4,10.91,12.12
05/09/2017,3.85,6.58,5.95,07.06,4.27,11.64,13.03,9.58,8.4,27.34,17.7,4.23,6.61,16.25,8.79,14.79,8.21,7.68,18.92,15.9,11.01,14.85,11.35,10.86,11.97
06/09/2017,3.85,6.54,5.9,07.02,4.26,11.7,12.96,9.5,8.34,26.88,17.61,4.2,6.55,16.06,8.74,14.82,8.19,7.63,18.72,15.7,10.91,14.77,11.22,10.78,11.87
07/09/2017,3.83,6.52,5.88,07.01,4.22,11.44,12.85,9.41,8.3,26.35,17.43,4.17,6.51,15.95,8.71,14.71,8.13,7.61,18.61,15.47,10.9,14.74,11.29,10.71,11.82
08/09/2017,3.8,6.47,5.9,07.01,4.2,11.49,13.03,9.41,8.3,26.38,17.45,4.15,6.5,16.08,8.69,14.69,8.12,7.59,18.56,15.53,10.87,14.79,11.2,10.57,11.72
11/09/2017,3.82,6.48,5.89,6.98,4.2,11.38,12.99,9.41,8.33,26.18,17.44,4.16,6.46,15.96,8.69,14.71,8.22,7.6,18.6,15.53,10.82,14.84,11.19,10.6,11.75
12/09/2017,3.84,6.5,5.93,6.98,4.2,11.54,13.04,9.42,8.33,26.44,17.44,4.17,6.45,15.9,8.68,14.61,8.21,7.61,18.53,15.48,10.73,14.8,11.16,10.53,11.63
13/09/2017,3.82,6.45,5.93,6.96,4.18,11.43,12.87,9.38,8.29,26.17,17.36,4.14,6.43,15.84,8.68,14.57,8.15,7.57,18.43,15.33,10.76,14.9,11.42,10.59,11.73
14/09/2017,3.79,6.37,5.88,6.84,4.12,11.32,12.85,9.35,8.24,25.86,17.37,4.13,6.41,15.99,8.65,14.49,08.07,7.53,18.39,15.29,10.7,14.69,11.18,10.5,11.64
15/09/2017,3.76,6.35,5.77,6.82,04.06,11.29,12.83,9.33,8.23,25.97,17.38,4.11,6.39,15.89,8.65,14.53,08.04,7.53,18.38,15.36,10.7,14.69,11.2,10.63,11.61
18/09/2017,3.7,6.32,5.76,6.73,04.06,11.25,12.91,9.33,8.25,25.76,17.42,04.09,6.4,15.81,8.68,14.55,08.06,7.57,18.43,15.35,10.73,14.7,11.2,10.61,11.55
19/09/2017,3.72,6.33,5.78,6.78,04.08,11.13,12.9,9.34,8.25,26.17,17.41,4.1,6.41,15.94,8.68,14.59,8,7.51,18.44,15.35,10.73,14.84,11.4,10.75,11.66
20/09/2017,3.71,6.29,5.79,6.79,4.13,11.29,12.88,9.33,8.25,25.89,17.33,04.09,6.4,16.19,8.66,14.57,08.03,7.55,18.45,15.38,10.64,14.7,11.23,10.6,11.58
21/09/2017,3.77,6.34,5.95,6.94,4.16,11.46,12.87,9.35,8.23,26.06,17.36,4.12,6.41,16.2,8.62,14.52,08.04,7.57,18.47,15.34,10.62,14.7,11.16,10.48,11.5
22/09/2017,3.79,6.35,5.98,7,4.19,11.44,12.89,9.38,8.18,25.95,17.42,4.12,6.38,16.28,8.6,14.48,08.08,7.5,18.31,15.14,10.57,14.36,10.84,10.28,11.25
25/09/2017,3.85,6.4,6.11,07.09,4.23,11.29,12.94,9.38,8.16,25.81,17.59,4.12,6.34,16.3,8.46,14.24,7.99,7.4,17.95,14.89,9.98,13.66,9.76,9.88,10.8
26/09/2017,3.85,6.39,06.07,07.05,4.2,11.05,12.86,9.34,08.05,25.71,17.55,4.1,6.35,16.1,8.44,14.15,7.99,7.42,17.88,14.88,9.87,13.36,9.26,9.74,10.7
27/09/2017,3.82,6.34,06.02,6.96,4.15,10.93,12.85,9.27,08.01,25.4,17.38,04.08,6.33,15.88,8.41,14.11,7.91,7.4,17.82,14.79,9.97,13.41,9.3,9.25,10.7
28/09/2017,3.84,6.33,06.05,6.98,4.14,10.88,12.84,9.26,7.99,25.2,17.34,04.07,6.31,15.7,8.26,14,7.87,7.38,17.77,14.7,9.75,13.15,9.15,8.94,10.54
29/09/2017,3.82,6.32,6,6.97,4.12,11.11,12.87,9.27,08.02,25.55,17.29,04.05,6.3,15.78,8.3,13.93,7.91,7.46,17.86,14.71,9.85,13.48,9.19,8.83,10.53
09/10/2017,3.79,6.32,6.1,07.02,4.12,11.3,13.04,9.41,8.12,26.08,17.46,4.1,6.37,16.09,8.4,13.99,08.01,7.51,18.05,14.92,9.98,13.76,9.35,8.68,10.78
10/10/2017,3.78,6.38,6.14,07.07,4.14,11.47,13.1,9.42,8.16,26.12,17.8,4.1,6.4,16.3,8.39,13.97,08.06,7.54,18.06,14.99,10.13,13.76,9.38,8.52,10.8
11/10/2017,3.84,6.38,6.2,7.1,4.17,11.53,13.06,9.41,8.19,26.04,17.7,4.11,6.4,16.29,8.4,13.95,08.03,7.53,17.99,14.97,10.11,13.74,9.34,8.5,10.76
12/10/2017,3.8,6.32,6.21,07.07,4.16,11.55,13.05,9.38,8.16,26.37,17.76,4.1,6.38,16.2,8.38,13.87,08.05,7.5,17.93,14.91,10.03,13.54,9.25,8.47,10.67
13/10/2017,3.76,6.31,6.14,07.03,4.14,11.36,12.94,9.35,8.17,26.2,17.8,4.1,6.34,16.2,8.4,13.94,08.05,7.51,17.89,14.86,10.06,13.66,9.26,8.5,10.71
16/10/2017,3.8,6.35,6.21,7.13,4.15,11.59,13.04,9.36,8.16,26.87,18.04,4.13,6.37,16.66,8.31,13.95,08.08,7.48,17.83,14.83,10.02,13.99,9.17,8.44,10.72
17/10/2017,3.76,6.3,6.15,07.08,4.14,11.51,12.99,9.33,8.14,27.03,17.9,4.11,6.35,16.74,8.38,13.9,08.02,7.49,17.89,14.86,9.93,13.81,09.08,8.41,10.59
18/10/2017,3.82,6.35,6.28,7.24,4.17,11.69,13.07,9.37,8.13,27.11,18,4.13,6.39,16.87,8.35,13.77,08.03,7.45,17.72,14.79,9.95,13.57,09.07,8.4,10.5
19/10/2017,3.85,6.39,6.34,7.29,4.19,11.63,13.13,9.37,08.07,27.1,18.03,4.14,6.39,16.63,8.22,13.37,7.93,7.37,17.46,14.58,9.64,13.3,8.78,8.13,10.06
20/10/2017,3.83,6.36,6.24,7.2,4.17,11.48,13.01,9.36,08.07,26.77,17.88,4.11,6.39,16.42,8.25,13.38,7.94,7.41,17.53,14.62,9.68,13.55,8.83,8.13,10.15
23/10/2017,3.78,6.32,6.19,7.12,4.11,11.19,12.84,9.34,08.05,26.5,17.65,04.06,6.35,16.19,8.24,13.23,7.89,7.39,17.47,14.66,9.83,13.42,8.83,8.1,10.1
24/10/2017,3.8,6.35,6.23,7.16,4.12,11.39,12.86,9.39,8.1,26.62,17.77,04.07,6.39,16.42,8.23,12.97,7.93,7.39,17.35,14.63,9.75,13.37,8.74,7.95,10.02
25/10/2017,3.77,6.32,6.16,7.1,04.07,11.27,12.9,9.42,8.1,26.8,17.71,04.07,6.37,16.45,8.26,13.05,7.92,7.41,17.39,14.73,9.78,13.38,8.95,08.08,10.13
26/10/2017,3.7,6.25,06.05,7,4,11.18,12.82,9.36,8.12,26.55,17.5,04.06,6.31,16.43,8.28,12.99,7.83,7.39,17.5,14.75,9.77,13.42,8.94,08.07,10.13
27/10/2017,3.72,6.28,6.19,7.14,04.03,11.56,12.85,9.43,8.18,28.1,17.7,04.07,6.33,17.3,8.32,13.09,7.97,7.41,17.65,14.87,9.78,13.45,8.99,8.16,10.33
30/10/2017,3.74,6.26,6.25,7.25,04.05,11.56,12.7,9.34,8.17,27.79,17.66,04.05,6.22,17.34,8.13,12.83,08.02,7.4,17.56,14.69,9.26,12.54,8.58,7.95,9.92
31/10/2017,3.74,6.22,6.1,7.16,3.94,11.54,12.61,09.09,8.29,27.1,17.44,04.04,6.22,17.15,8.12,12.86,7.97,7.34,17.62,14.8,9.14,12.47,8.64,08.01,9.92
01/11/2017,3.73,6.17,06.09,07.06,3.91,11.4,12.54,09.03,8.24,26.9,17.25,04.03,6.16,16.85,8.11,12.96,7.92,7.35,17.45,14.87,9.12,12.67,8.65,8,9.86
02/11/2017,3.72,6.18,06.09,07.07,3.89,11.54,12.53,9,8.22,27.01,17.25,04.03,6.12,17.12,08.01,13.07,7.87,7.36,17.44,14.77,9.1,12.52,8.61,7.96,9.81
03/11/2017,3.72,6.2,6.1,07.03,3.88,11.39,12.58,09.02,8.25,27.06,17.23,04.03,6.13,16.83,7.91,12.93,7.9,7.38,17.14,14.54,8.82,12.14,8.39,7.74,9.61
06/11/2017,3.68,6.16,06.05,6.95,3.87,11.28,12.47,8.94,8.26,26.61,16.85,4,6.1,16.72,7.92,12.93,7.7,7.3,17.11,14.43,8.71,12.17,8.38,7.69,9.57
07/11/2017,3.71,6.21,06.07,7,3.91,11.92,12.54,09.02,8.36,27.03,17.08,04.05,6.17,17.19,8,13.1,7.77,7.31,17.35,14.65,8.97,12.22,8.5,7.83,9.85
08/11/2017,3.71,6.22,06.04,07.01,3.95,12.13,12.58,09.06,8.4,27.09,17.14,04.05,6.19,17.06,8,13.07,7.79,7.34,17.39,14.7,8.92,12.51,8.52,7.83,9.82
09/11/2017,3.68,6.17,5.94,6.94,3.92,12.33,12.55,09.04,8.37,27.07,17.05,04.02,6.18,17.02,7.99,13.08,7.81,7.31,17.3,14.71,8.86,12.36,8.5,7.81,9.74
10/11/2017,3.63,6.11,5.82,6.8,3.87,12.3,12.63,8.97,8.41,27.07,16.95,4,6.12,16.9,7.95,12.94,7.77,7.28,17.18,14.56,8.72,12.18,8.38,7.76,9.66
13/11/2017,3.64,6.13,5.96,6.84,3.89,12.9,12.8,09.05,8.45,27.67,17.12,04.06,6.18,17.32,8.1,13.15,7.94,7.35,17.55,15.06,09.04,12.55,8.79,08.04,10.63
14/11/2017,3.61,06.08,5.91,6.84,3.88,12.95,12.6,09.02,8.44,28.02,16.94,04.03,06.09,17.27,7.99,12.96,7.97,7.33,17.25,14.89,8.82,12.2,8.62,7.95,10.45
15/11/2017,3.61,06.07,5.91,6.84,3.87,12.9,12.6,09.01,8.36,27.88,16.94,04.02,06.09,17.58,7.94,12.92,7.95,7.32,17.12,14.95,8.81,12.07,8.63,08.06,10.33
16/11/2017,3.57,06.05,5.85,6.78,3.84,13.1,12.39,8.93,8.28,28.1,16.85,04.01,06.01,17.44,7.77,12.32,7.87,7.26,15.41,14.6,8.49,11.32,8.37,7.82,9.85
17/11/2017,3.66,6.22,06.03,6.99,3.92,13.18,12.78,9.13,8.54,29.38,17.36,04.09,6.13,17.9,7.77,12.27,8.13,7.45,15.08,14.64,8.31,10.88,8.28,7.65,10.15
20/11/2017,3.67,6.21,6.11,7.12,3.94,14.25,12.85,9.12,8.59,30.53,17.56,4.11,6.27,18.58,7.79,12.2,8.31,7.43,15.09,14.81,08.04,10.56,8.11,7.48,9.55
21/11/2017,3.66,6.24,6.12,7.12,3.92,14.45,12.94,9.24,8.64,30.36,17.74,4.11,6.32,18.65,7.92,12.27,8.35,7.49,15.65,15,08.09,10.54,8.11,7.5,9.35
22/11/2017,3.8,6.37,6.23,7.37,04.03,15.1,13.23,9.4,09.07,30.9,18,4.23,6.5,18.56,7.98,12.29,8.37,7.58,15.65,15.02,8.11,10.57,8.13,7.5,9.41
23/11/2017,3.79,6.36,6.12,7.33,4,14.35,13.06,9.31,09.07,30,17.81,4.18,6.32,18.02,7.8,11.89,8.28,7.56,15.28,14.69,7.76,10.02,7.88,7.26,8.87
24/11/2017,3.8,6.37,06.07,7.3,4,14.56,13.09,9.38,9.1,30.09,17.86,4.18,6.33,18.83,7.78,11.88,8.22,7.57,15.22,14.69,7.82,9.89,7.8,7.22,8.51
27/11/2017,3.8,6.38,5.98,7.19,3.95,13.93,13.1,9.38,9.11,29.88,17.84,4.18,6.34,18.2,7.73,11.62,8.22,7.58,15.09,14.49,7.72,9.7,7.64,07.09,8.18
28/11/2017,3.75,6.33,5.92,7.1,3.92,13.7,12.94,9.28,8.84,29.19,17.62,4.14,6.28,17.91,7.77,11.82,8.16,7.51,15.12,14.53,7.78,9.75,7.71,7.13,8.29
29/11/2017,3.75,6.3,5.92,7.14,3.93,13.82,12.94,9.24,8.85,29.56,17.5,4.13,6.23,18.48,7.83,11.98,8.16,7.42,15.2,14.39,8.12,10.73,7.94,7.28,8.62
30/11/2017,3.74,6.31,5.92,7.14,3.93,13.38,12.91,9.27,8.85,28.99,17.49,4.18,6.36,18.38,7.82,12.04,8.16,7.42,15.11,14.39,8.49,11.8,8.21,7.45,8.83
01/12/2017,3.74,6.32,5.89,6.98,3.92,13,12.91,9.29,8.83,28.61,17.45,4.18,6.39,17.62,7.76,11.96,08.07,7.39,15.17,14.35,8.23,11.47,08.09,7.34,8.59
04/12/2017,3.74,6.33,5.89,7,3.92,13.3,12.92,9.31,8.84,28.72,17.48,4.18,6.44,17.58,7.83,11.82,08.08,7.4,15.16,14.17,8.15,11.65,08.02,7.2,8.44
05/12/2017,3.81,6.47,6,7.15,3.98,13.3,13.17,9.49,09.03,29.49,17.8,4.25,6.51,17.75,7.75,11.79,8.18,7.49,15.15,14.16,8,11.68,7.86,7.14,8.36
06/12/2017,3.8,6.43,5.97,7.14,3.96,13.08,12.96,9.39,8.87,28.93,17.56,4.21,6.4,17.82,7.79,11.72,8.16,7.43,15.09,14.15,7.96,11.38,7.92,7.23,8.43
07/12/2017,3.78,6.43,5.9,07.04,3.94,12.83,12.96,9.38,8.87,28.25,17.38,4.2,6.4,17.2,7.84,11.74,8.11,7.38,14.75,14.13,7.89,11.59,7.87,7.18,8.34
08/12/2017,3.74,6.36,5.88,6.99,3.92,13.09,12.93,9.27,8.82,28.52,17.26,4.17,6.35,17.25,7.9,11.79,08.07,7.38,14.81,14.26,7.99,11.63,7.95,7.31,8.4
11/12/2017,3.73,6.33,5.89,7,3.93,13.5,12.97,9.26,8.75,28.93,17.32,4.17,6.36,17.38,08.02,11.8,7.97,7.35,14.89,14.4,08.04,11.52,08.02,7.35,8.45
12/12/2017,3.7,6.3,5.84,6.93,3.88,13.02,12.75,9.22,8.56,28.35,17.16,4.12,6.24,17.16,7.93,11.63,7.86,7.31,14.75,14.11,7.79,10.71,7.83,7.16,8.18
13/12/2017,3.71,6.31,5.9,07.03,3.9,13.13,12.74,9.21,8.6,28.6,17.28,4.15,6.26,17.2,7.9,11.6,7.87,7.29,14.81,14.14,7.86,10.59,7.87,7.19,8.25
14/12/2017,3.71,6.28,5.89,6.98,3.89,13,12.69,9.12,8.51,28.63,17.2,4.12,6.18,17.19,7.83,11.59,7.81,7.26,14.75,14.03,7.88,10.76,7.89,7.19,8.24
15/12/2017,3.67,6.18,5.85,6.97,3.86,12.72,12.62,09.05,8.44,28.06,17.02,04.06,6.12,17.11,7.73,11.46,7.76,7.17,14.47,13.69,7.84,10.84,7.82,7.14,8.17
18/12/2017,3.67,6.17,5.92,07.09,3.86,12.75,12.65,09.09,8.46,28.33,17.06,04.05,6.13,17.28,7.68,11.41,7.75,7.16,14.38,13.58,7.8,10.4,7.75,07.09,08.07
19/12/2017,3.71,6.24,5.98,7.25,3.89,13.28,12.75,9.13,8.57,29.36,17.19,04.09,6.19,17.67,7.73,11.45,7.85,7.18,14.49,13.76,8.26,11.44,8,7.25,8.4
20/12/2017,3.71,6.25,5.97,7.27,3.9,13.26,12.73,9.12,8.59,29.47,17.14,04.08,6.19,17.65,7.62,11.23,7.86,7.19,14.37,13.55,08.04,11.45,7.81,07.09,8.15
21/12/2017,3.7,6.22,5.96,7.24,3.9,13.54,12.7,09.09,8.58,29.64,17.12,04.08,6.18,17.79,7.61,11.21,7.84,7.3,14.38,13.57,08.08,11.69,7.81,7.12,8.18
22/12/2017,3.67,6.21,5.92,7.23,3.9,13.52,12.62,09.06,8.47,29.29,17.04,04.06,6.19,17.81,7.53,11.09,7.78,7.23,14.3,13.55,7.95,11.46,7.75,7.11,8.15
25/12/2017,3.68,6.2,6,7.4,3.92,13.25,12.59,8.98,8.49,29.29,17.02,04.06,6.16,17.88,7.41,11.19,7.78,7.19,14.15,13.49,7.98,11.6,7.72,07.08,8.1
26/12/2017,3.76,6.23,06.08,7.54,3.95,13.66,12.64,09.06,8.54,29.71,17.16,04.09,6.23,18.15,7.44,11.62,7.85,7.23,14.3,13.58,08.09,11.88,7.81,7.15,8.19
27/12/2017,3.75,6.22,06.05,7.5,3.92,13.29,12.62,09.01,8.46,28.76,17.05,04.07,6.2,17.92,7.34,11.67,7.77,07.07,14.22,13.42,8,11.63,7.73,07.06,8.14
28/12/2017,3.78,6.16,6.14,7.55,3.93,13.21,12.54,8.96,8.39,28.63,16.94,04.05,6.18,17.83,7.32,11.7,7.73,07.05,14.23,13.34,8.23,11.82,7.87,7.14,8.24
29/12/2017,3.83,6.21,6.2,7.68,3.97,13.3,12.59,9,8.39,29.02,16.99,04.05,6.2,17.81,7.35,11.53,7.74,7.15,14.18,13.36,8.28,11.72,7.87,7.13,8.23
02/01/2018,3.85,6.28,6.18,7.79,3.98,13.7,12.72,9.11,8.52,29.62,17.24,04.08,6.32,18.5,7.44,11.65,7.8,7.18,14.39,13.64,8.24,11.61,7.92,7.19,8.29
03/01/2018,3.88,6.3,6.16,7.75,4,13.33,12.66,9.13,8.58,29.97,17.2,4.11,6.37,18.38,7.51,11.72,7.84,7.26,14.56,13.71,8.3,11.79,08.07,7.33,8.49
04/01/2018,3.87,6.29,06.07,7.61,4,13.25,12.66,9.15,8.54,29.65,17.19,4.1,6.39,18.39,7.58,11.94,7.85,7.3,14.78,13.95,8.45,12.25,8.31,8,8.73
05/01/2018,3.87,6.28,06.08,7.68,3.98,13.3,12.69,9.16,8.6,30.1,17.2,4.12,6.44,18.17,7.57,11.88,7.83,7.29,14.86,13.94,8.31,12.02,8.17,7.77,8.61
08/01/2018,3.86,6.31,06.07,7.59,04.01,12.96,12.68,9.19,8.72,29.47,17.22,4.13,6.54,17.76,7.59,11.88,7.89,7.23,14.81,14.05,8.28,12,8.2,7.84,8.63
09/01/2018,3.83,6.28,06.09,7.56,3.96,13.08,12.7,9.19,8.68,29.77,17.18,4.1,6.48,17.71,7.58,11.85,08.07,7.24,14.76,14.05,8.28,12.12,8.16,7.93,8.56
10/01/2018,3.91,6.32,6.16,7.78,04.03,13.47,13.02,9.35,8.82,30.53,18.18,4.13,6.6,18.03,7.62,11.84,8.12,7.3,14.81,14.15,8.26,12.28,8.19,7.84,8.64
11/01/2018,3.99,6.35,6.21,7.87,04.09,13.4,12.94,9.29,8.8,30.92,18.03,4.15,6.72,18.28,7.64,11.73,8.27,7.3,14.8,14.05,8.19,12.1,8.12,7.65,8.58
12/01/2018,04.01,6.37,6.25,7.89,04.09,13.55,12.91,9.36,8.8,31.51,17.93,4.16,6.85,18.51,7.61,11.67,8.35,7.29,14.78,14.07,8.13,11.77,08.03,7.59,8.46
15/01/2018,4.12,6.48,6.43,08.07,4.18,14.2,13.02,9.4,8.87,31.94,18,4.21,6.97,19.17,7.63,11.69,8.44,7.35,14.94,14.32,7.92,11.02,7.91,7.56,8.47
16/01/2018,4.15,6.52,6.59,8.23,4.22,14.2,12.9,9.42,8.88,31.89,17.88,4.21,7,19.51,7.72,11.96,8.52,7.35,15.29,14.65,7.98,11.04,8,7.66,8.53
17/01/2018,4.22,6.55,6.72,8.39,4.24,14.23,13.1,9.52,8.9,31.69,18.34,4.27,6.91,19.8,7.87,12.24,8.99,7.42,15.46,14.71,8.32,12.14,8.26,7.89,8.73
18/01/2018,4.37,6.63,7.13,8.98,4.36,14.72,13.24,9.65,09.01,32.32,18.38,4.33,7.2,20,7.97,12.44,09.04,7.49,15.57,14.83,8.73,13.35,8.64,8.18,9.11
19/01/2018,4.47,6.75,7.12,09.09,4.4,14.8,13.24,9.83,9.11,32.46,18.25,4.44,7.2,19.98,8.18,12.9,9.26,7.62,16.06,15.29,9.6,14.69,9.5,8.57,9.65
22/01/2018,4.36,6.67,7.17,09.06,4.4,14.44,12.77,9.67,8.94,33.08,17.9,4.48,7.12,19.81,08.01,12.6,9.29,7.51,15.73,14.99,9.12,14.54,8.92,8.22,9.28
23/01/2018,4.48,6.98,7.49,9.81,4.68,14.65,12.9,9.99,9.24,34.05,18.28,4.8,7.38,20.66,8.19,12.93,9.37,7.65,15.99,15.29,9.4,14.77,9.24,8.63,10.21
24/01/2018,4.53,07.04,7.4,9.67,4.69,14.64,13.57,10.07,9.33,33.85,18.68,4.8,7.4,20.2,8.18,12.93,9.33,7.72,16.06,15.38,9.21,13.29,9.13,8.6,10.14
25/01/2018,4.54,6.99,7.35,9.54,4.63,14.2,13.65,9.98,9.29,33.41,18.58,4.78,7.26,19.97,08.08,12.63,9.39,7.62,15.74,15.68,8.92,11.96,8.93,8.29,9.69
26/01/2018,4.48,07.02,7.37,9.63,4.65,14.05,13.41,10.06,9.32,33.47,18.69,4.81,7.37,19.79,8.16,12.74,9.92,7.7,16.04,15.69,09.07,11.4,9,8.34,9.67
29/01/2018,4.51,6.92,7.43,9.52,4.6,13.74,13.46,9.94,9.2,32.98,18.94,4.75,7.28,19.5,8.15,12.78,9.71,7.61,16.39,16.96,8.75,10.38,8.9,8.22,9.39
30/01/2018,4.42,6.74,7.28,9.38,4.48,13.65,13.11,9.75,09.01,32.57,18.51,4.6,7.15,19.22,08.07,12.52,9.74,7.47,15.97,17.01,8.97,10.59,8.73,8.23,9.47
31/01/2018,4.46,6.78,7.48,9.51,4.54,14.05,13.17,9.85,09.06,33.94,18.68,4.67,7.22,20.05,08.08,12.52,10.19,7.51,15.96,17.34,09.05,10.47,8.8,8.46,9.39
01/02/2018,4.51,6.88,7.68,9.63,4.63,14.03,13.3,9.99,9.22,34.45,18.88,4.73,7.38,20.15,7.87,12.15,10.02,7.61,15.83,16.62,8.15,9.8,08.07,7.84,8.63
02/02/2018,4.51,6.84,7.6,9.55,4.58,14.05,13.14,9.88,9.17,34.5,18.76,4.68,7.42,20.08,7.99,12.34,10.01,7.57,16.2,16.78,08.08,9.54,08.09,7.8,8.57
05/02/2018,4.75,7.18,7.75,9.79,4.76,14.55,13.49,10.4,9.45,34.89,19.41,4.99,8.14,21.62,8.31,12.95,10.27,7.8,16.61,17.5,8.3,9.88,8.31,08.02,8.91
06/02/2018,4.71,7.18,7.57,9.4,4.76,14,13.48,10.12,9.11,34.62,19.15,4.92,08.01,21.47,08.05,12.47,9.86,7.66,15.88,16.75,8.1,9.57,8,7.83,09.01
07/02/2018,4.46,7.17,7.13,8.84,4.59,12.92,13.45,10,9,32.39,19.03,4.75,7.75,20.17,8.13,12.6,9.4,7.55,16.06,16.28,8.21,9.94,8.24,7.93,9.12
08/02/2018,4.31,6.88,6.82,8.49,4.42,12.54,13.1,9.66,8.71,31.28,18.35,4.53,7.25,19.99,7.85,12.2,9.25,7.33,15.87,16.15,08.07,9.77,08.09,7.79,8.77
09/02/2018,4.16,6.7,6.68,8.36,4.29,11.69,12.78,9.22,8.29,30.71,17.79,4.4,6.9,18.84,7.45,11.37,8.72,7.21,14.96,15.16,7.52,8.99,7.64,7.23,8.24
12/02/2018,04.09,6.53,6.61,8.29,4.21,11.72,12.49,9.17,8.32,30.05,17.63,4.29,6.71,19.26,7.47,11.45,8.88,7.24,15.13,15.06,7.6,9.21,7.75,7.29,8.32
13/02/2018,4.15,6.56,6.8,8.42,4.28,11.94,12.51,9.29,8.39,30.91,17.8,4.32,6.81,20.05,7.52,11.65,09.06,7.32,15.38,15.17,7.6,09.06,7.7,7.24,8.34
